"Dataset","Window","WindowStart","WindowEnd","Model","Raw_Time","Sym_Time","Raw_NLL","Sym_NLL","SpeedUp","Param1_Name","Param1_Raw","Param1_Sym","Param2_Name","Param2_Raw","Param2_Sym","Param_AbsDiff","Raw_Conv","Sym_Conv"
"MIMIC-III",1856,927501,937500,"gamma",0.0559999999823049,0.00200000000768341,35527.7928582236,13775.3664801427,27.9999998835847,"shape",343.823546035582,428.328729000903,"rate",2.19259374866642,2.72500413293546,42.5187966747951,TRUE,TRUE
"MIMIC-III",1857,928001,938000,"normal",0.00800000000162981,0.00200000000768341,34665.3454130371,13329.0368882103,3.99999998544808,"mu",156.276100102253,156.556218572196,"sigma",7.74924936565086,7.23575000766953,0.396808913962027,TRUE,TRUE
"MIMIC-III",1857,928001,938000,"gamma",0.0620000000053551,0.00200000000768341,35283.3445896216,13446.8033638736,30.9999998835847,"shape",358.611192519399,457.163314717959,"rate",2.29472793312873,2.92014715352596,49.5887707094783,TRUE,TRUE
"MIMIC-III",1858,928501,938500,"normal",0.00699999998323619,0.00100000001839362,34614.6938116959,13274.0450206624,6.99999985448085,"mu",156.330899742959,156.571833003228,"sigma",7.71009922953232,7.19190541167058,0.37956353906534,TRUE,TRUE
"MIMIC-III",1858,928501,938500,"gamma",0.0650000000023283,0.00200000000768341,35239.8846130208,13391.3077244913,32.4999998763087,"shape",362.004831210719,462.870904963639,"rate",2.31563109156383,2.95631189858399,50.7533772799703,TRUE,TRUE
"MIMIC-III",1859,929001,939000,"normal",0.00700000001234002,0.00099999998928979,34577.3056300397,13275.0048997047,7.00000008731149,"mu",156.296900068097,156.572550507573,"sigma",7.68132431645948,7.19579202135629,0.380591367289898,TRUE,TRUE
"MIMIC-III",1859,929001,939000,"gamma",0.0639999999839347,0.00300000002607703,35205.6136570001,13392.819935966,21.3333331425416,"shape",364.337267098505,462.890057210857,"rate",2.33105865031333,2.95618885422341,49.5889601581308,TRUE,TRUE
"MIMIC-III",1860,929501,939500,"normal",0.00800000000162981,0.00099999998928979,34674.076177452,13323.3100730128,8.00000008731149,"mu",156.436896831781,156.689926047976,"sigma",7.75601699880998,7.23196252867552,0.388541843164698,TRUE,TRUE
"MIMIC-III",1860,929501,939500,"gamma",0.0690000000176951,0.00199999997857958,35297.4170092822,13443.9885175419,34.5000003783498,"shape",358.356257613865,458.188060271859,"rate",2.29074201837546,2.92419726145718,50.2326289505378,TRUE,TRUE
"MIMIC-III",1861,930001,940000,"normal",0.00800000000162981,0.00099999998928979,35228.3267084898,13970.0113211888,8.00000008731149,"mu",156.943705522446,157.216959865041,"sigma",8.19803364945875,7.81843506705882,0.326426462497681,TRUE,TRUE
"MIMIC-III",1861,930001,940000,"gamma",0.0690000000176951,0.00199999997857958,35786.2416583058,14069.2346964568,34.5000003783498,"shape",327.032664980181,401.060063395731,"rate",2.08375857494654,2.55083642914618,37.2472381348747,TRUE,TRUE
"MIMIC-III",1862,930501,940500,"normal",0.00800000000162981,0,35238.2416025645,13952.4423217293,NA,"mu",157.118590073124,157.361791478245,"sigma",8.20616659812704,7.8039072782856,0.322730362481365,TRUE,TRUE
"MIMIC-III",1862,930501,940500,"gamma",0.0629999999946449,0.00200000000768341,35803.2667526024,14056.448800007,31.4999998763087,"shape",326.65406646869,402.975832531414,"rate",2.0790253582459,2.56066154717467,38.4017011258265,TRUE,TRUE
"MIMIC-III",1863,931001,941000,"normal",0.00699999998323619,0.00099999998928979,35243.2104442389,13957.2024115816,7.00000005820766,"mu",157.176098811336,157.41687091872,"sigma",8.21024443799268,7.80815841809586,0.321429063640383,TRUE,TRUE
"MIMIC-III",1863,931001,941000,"gamma",0.0640000000130385,0.00099999998928979,35810.5907610339,14062.7364600748,64.000000698492,"shape",326.40138668052,402.698790791961,"rate",2.07665980990905,2.55800655679152,38.3893754291614,TRUE,TRUE
"MIMIC-III",1864,931501,941500,"normal",0.0380000000004657,0.00099999998928979,35511.4304774613,14246.8491478088,38.0000004074536,"mu",157.482000457941,157.715469814858,"sigma",8.4334406042827,8.0587252476611,0.304092356769615,TRUE,TRUE
"MIMIC-III",1864,931501,941500,"gamma",0.0669999999809079,0.00200000000768341,36056.7904140811,14351.2625203097,33.4999998617568,"shape",311.904881023848,379.409495268672,"rate",1.9805746707666,2.40550192707255,33.964770750565,TRUE,TRUE
"MIMIC-III",1865,932001,942000,"normal",0.0059999999939464,0.00099999998928979,35498.4559249439,14298.3389178921,6.00000005820766,"mu",157.893490417357,158.142240484944,"sigma",8.42249981924592,8.10224179665062,0.284504045091178,TRUE,TRUE
"MIMIC-III",1865,932001,942000,"gamma",0.0540000000037253,0.00100000001839362,36040.9161611314,14393.6243429082,53.9999990104698,"shape",314.605711708253,378.100271789014,"rate",1.99251529278397,2.39072454528848,31.9463846666329,TRUE,TRUE
"MIMIC-III",1866,932501,942500,"normal",0.00800000000162981,0,35553.2352705155,14354.2282124567,NA,"mu",158.008699960153,158.238688119288,"sigma",8.46876972846275,8.15177721229034,0.273490337653418,TRUE,TRUE
"MIMIC-III",1866,932501,942500,"gamma",0.0660000000207219,0.00199999997857958,36094.8003444661,14451.2596635836,33.0000003637979,"shape",311.62362335566,373.772786196137,"rate",1.97219430966614,2.36192329770503,31.2694459142578,TRUE,TRUE
"MIMIC-III",1867,933001,943000,"normal",0.00699999998323619,0.00099999998928979,35637.6359445743,14450.4137278346,7.00000005820766,"mu",158.119398582958,158.347668259699,"sigma",8.54054695965656,8.23745747941461,0.265679578491294,TRUE,TRUE
"MIMIC-III",1867,933001,943000,"gamma",0.0639999999839347,0.00099999998928979,36173.964550321,14548.0478303433,64.0000006693881,"shape",307.153574827396,366.470187428936,"rate",1.94254441134133,2.31418313455273,29.8441256623754,TRUE,TRUE
"MIMIC-III",1868,933501,943500,"normal",0.00700000001234002,0.00099999998928979,35699.8668918778,14482.1863115815,7.00000008731149,"mu",158.390696321698,158.577739872781,"sigma",8.59386143032891,8.26634639839874,0.257279291506734,TRUE,TRUE
"MIMIC-III",1868,933501,943500,"gamma",0.0570000000006985,0.00199999997857958,36242.2678125964,14585.52013101,28.5000003055902,"shape",304.04855620552,364.593496497756,"rate",1.91961516920607,2.29898927924232,30.4621572011362,TRUE,TRUE
"MIMIC-III",1869,934001,944000,"normal",0.00700000001234002,0.00099999998928979,35922.2377255265,14748.5499784958,7.00000008731149,"mu",158.713960227022,158.925454715996,"sigma",8.78709927028236,8.50865387879707,0.244969940229663,TRUE,TRUE
"MIMIC-III",1869,934001,944000,"gamma",0.0659999999916181,0.00200000000768341,36451.8872664092,14855.2863516106,32.9999998690328,"shape",292.698996102954,345.288061927023,"rate",1.84419129075452,2.17248806331818,26.4586812983165,TRUE,TRUE
"MIMIC-III",1870,934501,944500,"normal",0.00700000001234002,0.00099999998928979,36007.965120246,14820.4923235281,7.00000008731149,"mu",159.102100633673,159.277871843137,"sigma",8.86275137996441,8.57412211353469,0.232200237946417,TRUE,TRUE
"MIMIC-III",1870,934501,944500,"gamma",0.0560000000114087,0.00099999998928979,36530.012303772,14925.4352611079,56.0000006111804,"shape",289.632209865276,341.775583794003,"rate",1.82042096850708,2.14563028932631,26.2342916247733,TRUE,TRUE
"MIMIC-III",1871,935001,945000,"normal",0.00699999998323619,0.00100000001839362,35900.6529891056,14717.2942919656,6.99999985448085,"mu",159.376692667206,159.562999199466,"sigma",8.76815607431907,8.47804210536605,0.238210250606767,TRUE,TRUE
"MIMIC-III",1871,935001,945000,"gamma",0.0629999999946449,0.00200000000768341,36433.5174575202,14821.2112816918,31.4999998763087,"shape",296.237891121952,350.932810931538,"rate",1.85872758440183,2.19917504730424,27.5176836362444,TRUE,TRUE
"MIMIC-III",1872,935501,945500,"normal",0.00700000001234002,0.00099999998928979,34806.7406637655,13982.852827394,7.00000008731149,"mu",159.489499359561,159.514987431425,"sigma",7.85959753236452,8.1886829622679,0.177286750883595,TRUE,TRUE
"MIMIC-III",1872,935501,945500,"gamma",0.0639999999839347,0.00200000000768341,34922.0774633437,14067.4219165747,31.9999998690328,"shape",401.547210321908,373.242028765747,"rate",2.51770070159936,2.33986132075364,14.2415104685033,TRUE,TRUE
"MIMIC-III",1873,936001,946000,"normal",0.00800000000162981,0.00100000001839362,34363.0118991526,13593.4511967253,7.99999985448085,"mu",159.858899244993,159.892396747297,"sigma",7.51847184507443,7.84757287315585,0.181299265192719,TRUE,TRUE
"MIMIC-III",1873,936001,946000,"gamma",0.103000000002794,0.00100000001839362,34477.314205141,13678.7315847264,102.999998108251,"shape",440.999261287238,408.202868635127,"rate",2.75867744799845,2.55299544191514,16.5010373290976,TRUE,TRUE
"MIMIC-III",1874,936501,946500,"normal",0.0089999999909196,0.00099999998928979,33333.5876897158,12712.7708811079,9.00000008731149,"mu",160.885842915277,160.970492008374,"sigma",6.78303494720777,7.11740841050553,0.209511278197253,TRUE,TRUE
"MIMIC-III",1874,936501,946500,"gamma",0.0679999999993015,0.00200000000768341,33438.1540633266,12786.9216543195,33.9999998690328,"shape",549.974864654617,504.07842466054,"rate",3.41841723921606,3.13152400288809,23.0916666152023,TRUE,TRUE
"MIMIC-III",1875,937001,947000,"normal",0.0089999999909196,0.00100000001839362,31899.6216821475,11440.5578320172,8.99999982537702,"mu",161.811237206975,161.990918292357,"sigma",5.87686603760735,6.15984809974691,0.231331573761043,TRUE,TRUE
"MIMIC-III",1875,937001,947000,"gamma",0.0679999999993015,0.00200000000768341,31985.2171933134,11495.1733745646,33.9999998690328,"shape",743.859755657259,692.273406842028,"rate",4.5970740500244,4.27336139800615,25.9550307336245,TRUE,TRUE
"MIMIC-III",1876,937501,947500,"normal",0.0100000000093132,0,31013.9148341128,10654.1792369025,NA,"mu",162.578983409366,162.856128577908,"sigma",5.37873898674222,5.57155143584395,0.2349788088216,TRUE,TRUE
"MIMIC-III",1876,937501,947500,"gamma",0.0689999999885913,0.00200000000768341,31092.4950220322,10687.994035402,34.4999998617568,"shape",897.897480762882,846.643958043998,"rate",5.52283733628511,5.19874934426643,25.7888053554512,TRUE,TRUE
"MIMIC-III",1877,938001,948000,"normal",0.0089999999909196,0.00100000001839362,30297.779547875,10054.5313825822,8.99999982537702,"mu",163.056790736019,163.384806532235,"sigma",5.00702941254567,5.1867183551567,0.253852369413496,TRUE,TRUE
"MIMIC-III",1877,938001,948000,"gamma",0.0659999999916181,0.00200000000768341,30379.4288947055,10088.2769180712,32.9999998690328,"shape",1041.57917727237,981.745782287193,"rate",6.38782769075313,6.00891189161709,30.1061553921579,TRUE,TRUE
"MIMIC-III",1878,938501,948500,"normal",0.00800000000162981,0.00099999998928979,29585.0144418564,9420.71000676715,8.00000008731149,"mu",163.425098290862,163.744291360471,"sigma",4.66255405989479,4.79733584686215,0.226987428288426,TRUE,TRUE
"MIMIC-III",1878,938501,948500,"gamma",0.0599999999976717,0.00200000000768341,29667.5348341034,9445.49814876207,29.9999998835847,"shape",1206.31426003268,1170.62100936745,"rate",7.38144809210011,7.14884394191805,17.9629274077069,TRUE,TRUE
"MIMIC-III",1879,939001,949000,"normal",0.0089999999909196,0,29172.7121200692,9215.58863138808,NA,"mu",163.896896961158,164.190248122301,"sigma",4.47423224830433,4.62512927378896,0.222124093313798,TRUE,TRUE
"MIMIC-III",1879,939001,949000,"gamma",0.0599999999976717,0.00200000000768341,29263.5125547952,9239.60598395268,29.9999998835847,"shape",1315.31086983704,1245.64162624664,"rate",8.02523159330395,7.58669205808753,35.0538915628091,TRUE,TRUE
"MIMIC-III",1880,939501,949500,"normal",0.00800000000162981,0.00099999998928979,29257.8364299915,9306.73597124025,8.00000008731149,"mu",164.279100905629,164.608437680588,"sigma",4.51247091115597,4.6680873595677,0.242476611685584,TRUE,TRUE
"MIMIC-III",1880,939501,949500,"gamma",0.0590000000083819,0.00099999998928979,29346.8612607886,9332.83168570073,59.0000006402843,"shape",1301.20852912498,1229.8043833588,"rate",7.92071893761712,7.47115614178174,35.9268542810079,TRUE,TRUE
"MIMIC-III",1881,940001,950000,"normal",0.0059999999939464,0.00100000001839362,29308.0566355662,9280.82178503271,5.99999988358468,"mu",164.311199833709,164.625851753238,"sigma",4.53519028376167,4.65048548132343,0.214973558545686,TRUE,TRUE
"MIMIC-III",1881,940001,950000,"gamma",0.0640000000130385,0.00099999998928979,29397.7517682637,9308.96614335055,64.000000698492,"shape",1287.00056224217,1238.80397382861,"rate",7.83270381643092,7.52502051085426,24.2521358595724,TRUE,TRUE
"MIMIC-III",1882,940501,950500,"normal",0.0089999999909196,0.00100000001839362,29526.5677532296,9430.25869173637,8.99999982537702,"mu",164.828097327235,165.146468435855,"sigma",4.63538103644462,4.74104786226352,0.212018967219452,TRUE,TRUE
"MIMIC-III",1882,940501,950500,"gamma",0.0950000000011642,0.00100000001839362,29611.0819756138,9457.7806661664,94.9999982537702,"shape",1241.18577209716,1201.21010699369,"rate",7.53019121733608,7.27364445625659,20.1161059322758,TRUE,TRUE
"MIMIC-III",1883,941001,951000,"normal",0.00800000000162981,0.00099999998928979,29742.3823112644,9493.64485555919,8.00000008731149,"mu",165.294293415552,165.597303000975,"sigma",4.73650524291665,4.78060044673815,0.173552394622368,TRUE,TRUE
"MIMIC-III",1883,941001,951000,"gamma",0.0700000000069849,0.00200000000768341,29829.558331515,9526.93508784953,34.9999998690328,"shape",1194.86574099645,1187.87445381146,"rate",7.22872352984093,7.17330175867412,3.52335447808155,TRUE,TRUE
"MIMIC-III",1884,941501,951500,"normal",0.00800000000162981,0.00099999998928979,30064.6950421835,9660.22003179295,8.00000008731149,"mu",165.509899986006,165.78863367887,"sigma",4.89165818418628,4.88810340688554,0.141144235082664,TRUE,TRUE
"MIMIC-III",1884,941501,951500,"gamma",0.0689999999885913,0.00200000000768341,30144.7627849083,9692.87991071833,34.4999998617568,"shape",1124.74538950016,1139.75062473734,"rate",6.7956326383119,6.87476105780684,7.54218182833778,TRUE,TRUE
"MIMIC-III",1885,942001,952000,"normal",0.00800000000162981,0.00099999998928979,30407.7828758138,9864.1175021111,8.00000008731149,"mu",165.794202295184,166.041549553921,"sigma",5.06239600550625,5.05908248371263,0.125330390265336,TRUE,TRUE
"MIMIC-III",1885,942001,952000,"gamma",0.0709999999962747,0.00200000000768341,30485.073565557,9896.04662778735,35.4999998617568,"shape",1054.42988239585,1084.71897185601,"rate",6.35986409461662,6.53254822311206,15.23088679433,TRUE,TRUE
"MIMIC-III",1886,942501,952500,"normal",0.00799999997252598,0.00100000001839362,30534.1110021057,9882.60373932494,7.99999982537702,"mu",166.206398848218,166.469547337829,"sigma",5.12675488170127,5.03417222405423,0.177865573628845,TRUE,TRUE
"MIMIC-III",1886,942501,952500,"gamma",0.0699999999778811,0.00200000000768341,30610.3418006771,9913.95754981126,34.9999998544808,"shape",1033.42651466466,1084.98163644586,"rate",6.21773459488225,6.51766151511667,25.9275243507153,TRUE,TRUE
"MIMIC-III",1887,943001,953000,"normal",0.00800000000162981,0.00100000001839362,30843.4464390011,10098.8887420889,7.99999985448085,"mu",166.523600202835,166.80761481352,"sigma",5.28781890616358,5.2164551953039,0.177689160772148,TRUE,TRUE
"MIMIC-III",1887,943001,953000,"gamma",0.0720000000146683,0.00099999998928979,30924.6476125648,10135.8140061684,72.0000007858034,"shape",974.247140310787,1029.10566335654,"rate",5.85049728375393,6.1691890289453,27.5886073954728,TRUE,TRUE
"MIMIC-III",1888,943501,953500,"normal",0.00800000000162981,0.00099999998928979,31066.9467196269,10215.9888227064,8.00000008731149,"mu",166.851194389265,167.162309221105,"sigma",5.4073339116957,5.2968467157924,0.210801013871878,TRUE,TRUE
"MIMIC-III",1888,943501,953500,"gamma",0.0780000000086147,0.00199999997857958,31153.5734620929,10258.0821300165,39.0000004220055,"shape",934.419422406304,1001.24263332231,"rate",5.60033215670513,5.98943822506699,33.6061584921837,TRUE,TRUE
"MIMIC-III",1889,944001,954000,"normal",0.00800000000162981,0.00099999998928979,31706.7744242638,10754.8626564966,8.00000008731149,"mu",166.890100597509,167.199512188475,"sigma",5.76461916056238,5.58243954531658,0.245795603106192,TRUE,TRUE
"MIMIC-III",1889,944001,954000,"gamma",0.0570000000006985,0.00099999998928979,31878.9562570251,10834.7046934277,57.0000006111804,"shape",808.447269102277,944.852458623447,"rate",4.84418936605906,5.64977525179713,68.6053877034541,TRUE,TRUE
"MIMIC-III",1890,944501,954500,"normal",0.00800000000162981,0.00099999998928979,31841.5419936948,10874.9934260335,8.00000008731149,"mu",166.713800522597,167.064288588561,"sigma",5.84283398869402,5.65987693815508,0.26672255825128,TRUE,TRUE
"MIMIC-III",1890,944501,954500,"gamma",0.0580000000190921,0.00199999997857958,32006.932546738,10958.9744028889,29.0000003201421,"shape",786.370763265738,853.902274666535,"rate",4.71688954205805,5.11133433358675,33.9629780961632,TRUE,TRUE
"MIMIC-III",1891,945001,955000,"normal",0.00799999997252598,0.00100000001839362,31867.9327590414,10861.065018209,7.99999982537702,"mu",166.647801083158,167.005481304635,"sigma",5.85827381262895,5.64655442535615,0.284699804375023,TRUE,TRUE
"MIMIC-III",1891,945001,955000,"gamma",0.0649999999732245,0.00100000001839362,32024.2082066699,10938.9464930376,64.9999987776391,"shape",783.064173071537,858.424682661628,"rate",4.6989147651356,5.14020930193203,37.9009020634437,TRUE,TRUE
"MIMIC-III",1892,945501,955500,"normal",0.00900000002002344,0.00099999998928979,31814.4358083271,10842.2304845837,9.00000011641532,"mu",166.726897635788,167.081177399954,"sigma",5.82701901363221,5.63677225607881,0.272263260859809,TRUE,TRUE
"MIMIC-III",1892,945501,955500,"gamma",0.0609999999869615,0.00200000000768341,31976.1751223471,10924.2302574293,30.4999998763087,"shape",791.399747233165,861.478229817803,"rate",4.74667313674766,5.15615553486177,35.2439824913764,TRUE,TRUE
"MIMIC-III",1893,946001,956000,"normal",0.00900000002002344,0.00099999998928979,31464.7157681945,10549.9699846662,9.00000011641532,"mu",166.985199590899,167.344174365413,"sigma",5.6267581431369,5.44927844857437,0.268227234538273,TRUE,TRUE
"MIMIC-III",1893,946001,956000,"gamma",0.0650000000023283,0.00099999998928979,31635.3273205455,10613.0318651546,65.000000698492,"shape",849.789558252847,998.291721897519,"rate",5.08901032740789,5.96410462545126,74.6886289713578,TRUE,TRUE
"MIMIC-III",1894,946501,956500,"normal",0.00699999998323619,0.00099999998928979,31511.8349649522,10566.9539751496,7.00000005820766,"mu",167.012098964259,167.354157403019,"sigma",5.65333240565092,5.4610355952284,0.267177624591437,TRUE,TRUE
"MIMIC-III",1894,946501,956500,"gamma",0.0650000000023283,0.00200000000768341,31683.7620719749,10632.4766637021,32.4999998763087,"shape",841.884865473983,993.469199524287,"rate",5.04086464914893,5.93492836715599,76.2391988841558,TRUE,TRUE
"MIMIC-III",1895,947001,957000,"normal",0.00700000001234002,0.00099999998928979,31311.4578942651,10401.9627509166,7.00000008731149,"mu",167.056903405251,167.37825882092,"sigma",5.54118062518726,5.3839718482538,0.239282096301182,TRUE,TRUE
"MIMIC-III",1895,947001,957000,"gamma",0.0579999999899883,0.00200000000768341,31459.6615726244,10456.6508141489,28.9999998835847,"shape",881.165386511002,1011.16151721829,"rate",5.27460115192023,6.0400485843771,65.3807890698715,TRUE,TRUE
"MIMIC-III",1896,947501,957500,"normal",0.00800000000162981,0,31712.8612157109,10790.9442373728,NA,"mu",166.836600009783,167.101890074809,"sigma",5.76812814918569,5.64197855860318,0.195719827804433,TRUE,TRUE
"MIMIC-III",1896,947501,957500,"gamma",0.111999999993714,0.00200000000768341,31870.4540503287,10877.3991671389,55.9999997817213,"shape",809.388574427704,908.571498915531,"rate",4.85138054095636,5.43622847644584,49.883886211658,TRUE,TRUE
"MIMIC-III",1897,948001,958000,"normal",0.00800000000162981,0.00099999998928979,31708.0368276949,10816.02627412,8.00000008731149,"mu",166.854099987546,167.084482255053,"sigma",5.76534830808601,5.66228037848065,0.166725098556364,TRUE,TRUE
"MIMIC-III",1897,948001,958000,"gamma",0.216000000014901,0.0029999999969732,31874.1283896943,10906.2082457967,72.0000000776102,"shape",809.426387410665,852.007167806893,"rate",4.8511438817258,5.09938439648436,21.414510455493,TRUE,TRUE
"MIMIC-III",1898,948501,958500,"normal",0.00700000001234002,0.00099999998928979,31858.7367266872,10884.6760845482,7.00000008731149,"mu",166.768899859656,167.040760855436,"sigma",5.85288295865174,5.70782193755774,0.208461008437073,TRUE,TRUE
"MIMIC-III",1898,948501,958500,"gamma",0.0540000000037253,0.00200000000768341,32021.2836353854,10975.3909458912,26.9999998981366,"shape",784.73667826938,838.035178718941,"rate",4.70549416907295,5.017073021098,26.8050396507935,TRUE,TRUE
"MIMIC-III",1899,949001,959000,"normal",0.00800000000162981,0.00099999998928979,31833.6886081142,10846.7927604343,8.00000008731149,"mu",166.833899072373,167.122426932666,"sigma",5.83824829460489,5.68447536377105,0.2211503955635,TRUE,TRUE
"MIMIC-III",1899,949001,959000,"gamma",0.0579999999899883,0.00200000000768341,32000.249137925,10940.879388661,28.9999998835847,"shape",788.582799296202,845.245817050826,"rate",4.72674897894781,5.0577704874984,28.4970196315873,TRUE,TRUE
"MIMIC-III",1900,949501,959500,"normal",0.0320000000065193,0.00100000001839362,31767.7047371482,10816.3643480147,31.9999994179234,"mu",166.788700049739,167.05563760045,"sigma",5.79985095276834,5.66340037286707,0.201694065306189,TRUE,TRUE
"MIMIC-III",1900,949501,959500,"gamma",0.0599999999976717,0.00099999998928979,31934.5083835121,10908.6010356958,60.0000006402843,"shape",798.580368239608,851.045970885285,"rate",4.78798211652272,5.09451919684618,26.3860698629998,TRUE,TRUE
"MIMIC-III",1901,950001,960000,"normal",0.00800000000162981,0,31651.0237094333,10707.5538694282,NA,"mu",166.709400433343,166.989708140819,"sigma",5.7325689168596,5.59272614586047,0.210075239237266,TRUE,TRUE
"MIMIC-III",1901,950001,960000,"gamma",0.0620000000053551,0.00199999997857958,31820.4862635204,10802.1959161387,31.0000003346941,"shape",816.293645657926,928.186452053903,"rate",4.89652745648,5.55720217512091,56.2767405573091,TRUE,TRUE
"MIMIC-III",1902,950501,960500,"normal",0.00800000000162981,0.00099999998928979,31612.7559174316,10680.040384963,8.00000008731149,"mu",166.501497569711,166.778169111571,"sigma",5.7106775369244,5.57355349379358,0.206897792495381,TRUE,TRUE
"MIMIC-III",1902,950501,960500,"gamma",0.0909999999857973,0.00200000000768341,31781.6190799052,10776.1427299338,45.4999998181011,"shape",820.902610256649,931.888512540087,"rate",4.93033164353175,5.5864490316896,55.8210098357978,TRUE,TRUE
"MIMIC-III",1903,951001,961000,"normal",0.00800000000162981,0.00099999998928979,31546.1997883802,10718.3286730382,8.00000008731149,"mu",166.164120525372,166.486004566103,"sigma",5.67278676900332,5.59489567551182,0.199887567111047,TRUE,TRUE
"MIMIC-III",1903,951001,961000,"gamma",0.0579999999899883,0.00200000000768341,31707.4992199122,10807.149374265,28.9999998835847,"shape",829.394969901737,866.388902342701,"rate",4.99141973654356,5.20409764284527,18.6033051736327,TRUE,TRUE
"MIMIC-III",1904,951501,961500,"normal",0.00800000000162981,0.00100000001839362,31915.976954837,11114.2255490206,7.99999985448085,"mu",166.093200108952,166.417707128433,"sigma",5.886487734763,5.86634605354711,0.172324350348072,TRUE,TRUE
"MIMIC-III",1904,951501,961500,"gamma",0.0599999999976717,0.0029999999969732,32092.1969133278,11214.1320868454,20.0000000194026,"shape",767.316910118072,786.123039779296,"rate",4.61979579077169,4.7239286772256,9.45513127383905,TRUE,TRUE
"MIMIC-III",1905,952001,962000,"normal",0.0089999999909196,0,31835.4036098318,11040.5651953235,NA,"mu",165.613999188553,165.938560232091,"sigma",5.83924960374173,5.81388612375241,0.174962261763892,TRUE,TRUE
"MIMIC-III",1905,952001,962000,"gamma",0.0590000000083819,0.00200000000768341,32001.1157746834,11132.668721927,29.4999998908606,"shape",776.921561922473,796.60176127037,"rate",4.69115744030007,4.80074586304611,9.89489388532122,TRUE,TRUE
"MIMIC-III",1906,952501,962500,"normal",0.00800000000162981,0.00100000001839362,31954.2472209881,11177.8480823104,7.99999985448085,"mu",165.103209463372,165.439892669453,"sigma",5.90905634000828,5.91215420361091,0.169890534841465,TRUE,TRUE
"MIMIC-III",1906,952501,962500,"gamma",0.0760000000009313,0.00199999997857958,32133.1067315764,11277.9011138141,38.0000004074536,"shape",752.10854962775,764.056131283632,"rate",4.5553787926772,4.6184658206314,6.00533434191793,TRUE,TRUE
"MIMIC-III",1907,953001,963000,"normal",0.00800000000162981,0.00099999998928979,32763.7009101806,11816.8043944223,8.00000008731149,"mu",165.259107766304,165.56388245536,"sigma",6.40726239785596,6.47079472200175,0.184153506601031,TRUE,TRUE
"MIMIC-III",1907,953001,963000,"gamma",0.0660000000207219,0.00099999998928979,32864.1663559779,11879.3918019609,66.0000007275958,"shape",650.924025732895,665.279845995704,"rate",3.93880799339175,4.01779536799387,7.21740381870531,TRUE,TRUE
"MIMIC-III",1908,953501,963500,"normal",0.00800000000162981,0,32970.1227488476,11991.9274914564,NA,"mu",164.671842987269,165.015567435493,"sigma",6.5408881093062,6.544628259812,0.1737322993651,TRUE,TRUE
"MIMIC-III",1908,953501,963500,"gamma",0.0720000000146683,0.00099999998928979,33111.7179274199,12066.2535163348,72.0000007858034,"shape",615.111814281509,652.65386686076,"rate",3.73537921262873,3.95439543569545,18.8805344011589,TRUE,TRUE
"MIMIC-III",1909,954001,964000,"normal",0.00800000000162981,0.00099999998928979,32702.8997556701,11751.8450669224,8.00000008731149,"mu",164.165598926291,164.533366533804,"sigma",6.36841928255405,6.35602381466565,0.190081537700389,TRUE,TRUE
"MIMIC-III",1909,954001,964000,"gamma",0.0629999999946449,0.0029999999969732,32774.7243389278,11779.0419342298,21.0000000194026,"shape",653.93688603323,673.630086454461,"rate",3.98339696723835,4.09406728916645,9.90193537157929,TRUE,TRUE
"MIMIC-III",1910,954501,964500,"normal",0.00700000001234002,0.00099999998928979,32814.6214245478,11852.8459139609,7.00000008731149,"mu",164.053020497217,164.405668659954,"sigma",6.43996321072386,6.42730367962107,0.182653846919998,TRUE,TRUE
"MIMIC-III",1910,954501,964500,"gamma",0.0640000000130385,0.00099999998928979,32883.1714239613,11879.5747454441,64.000000698492,"shape",639.075984460774,657.762195796565,"rate",3.89553895333956,4.00073017305727,9.39570127775434,TRUE,TRUE
"MIMIC-III",1911,955001,965000,"normal",0.0089999999909196,0,32887.2114808583,11909.5664982677,NA,"mu",164.439097747455,164.795242326841,"sigma",6.48689024844663,6.46772877667369,0.187653025579633,TRUE,TRUE
"MIMIC-III",1911,955001,965000,"gamma",0.0540000000037253,0.00099999998928979,32968.2238085821,11944.3920813749,54.0000005820766,"shape",631.365388627989,651.628589032927,"rate",3.83952802558765,3.9540528072225,10.1888625932868,TRUE,TRUE
"MIMIC-III",1912,955501,965500,"normal",0.00800000000162981,0,33035.7827159915,11999.1073622788,NA,"mu",164.280499668628,164.662087928881,"sigma",6.5839816235576,6.53441839491562,0.21557574444728,TRUE,TRUE
"MIMIC-III",1912,955501,965500,"gamma",0.0599999999976717,0.00200000000768341,33118.8235878448,12037.7655795745,29.9999998835847,"shape",611.35305246142,636.736579439202,"rate",3.72138225874377,3.86681245933331,12.764478589186,TRUE,TRUE
"MIMIC-III",1913,956001,966000,"normal",0.0089999999909196,0.00100000001839362,33197.1928367038,12091.0942450511,8.99999982537702,"mu",163.900195791119,164.320638413885,"sigma",6.69111858750585,6.60137075018072,0.255095230045576,TRUE,TRUE
"MIMIC-III",1913,956001,966000,"gamma",0.0749999999825377,0.00200000000768341,33263.7599652178,12122.5188458438,37.4999998472049,"shape",591.067409642528,622.169833269379,"rate",3.6062634374952,3.78619895695264,15.6411795731541,TRUE,TRUE
